,BILL_MONTH,DIVISION,SUB_DIVISION,Billing for Jan 23,METER_STATUS,BILL_STATUS,REALIZATION_PAYMENT,TOTAL_CURRENT_BILL,TOTAL_CURRENT_BILL_AFTHLKADJ,TOTAL_BILLDED_ARREAR_AMT_DF,TOTAL_BILLDED_ARR_AMT_MEPDCL,tot_bill
12737,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4112.74,406.76,
12739,Jan-23,TURA,PHULBARI,232.08,OK,ACT,,233.18,233.18,5841.36,522.71,6597.25
12740,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,8228.05,522.71,
12741,Jan-23,TURA,PHULBARI,226.1,OK,ACT,,227.25,227.25,4577,512.88,5317.13
12748,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,47022.24,1491.44,
12854,Jan-23,TURA,PHULBARI,139.29,OK,ACT,150,139.89,139.89,2.71,0,
12979,Jan-23,TURA,PHULBARI,347,OK,ACT,350,952.25,350.5,0,0,
13029,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0.81,0,
13135,Jan-23,TURA,PHULBARI,104.41,OK,ACT,750,104.51,104.51,631.27,0,
13232,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
13282,Jan-23,TURA,PHULBARI,125.27,OK,ACT,,126.52,126.52,0,401.7,
13382,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
13383,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
13429,Jan-23,TURA,PHULBARI,2478.95,OK,ACT,,2505.9,2505.9,1344.4,0.41,3850.71
13433,Jan-23,TURA,PHULBARI,982.1,OK,ACT,990,991.15,991.15,-4.66,0,
13436,Jan-23,TURA,PHULBARI,503.28,OK,ACT,,506.13,506.13,3014.47,0,
13437,Jan-23,TURA,PHULBARI,240,OK,ACT,240,240,240,-8.85,0,
13444,Jan-23,TURA,PHULBARI,749.5,OK,ACT,,754.25,754.25,0,0,
13450,Jan-23,TURA,PHULBARI,433.39,OK,ACT,700,435.69,435.69,485.02,0,
13451,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,84.63,4473.26,
13452,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3445.77,2394.81,
13454,Jan-23,TURA,PHULBARI,1067.75,OK,ACT,1446,1077.8,1077.8,368.08,0,
13455,Jan-23,TURA,PHULBARI,440.18,OK,ACT,,442.53,442.53,757.29,0,
13458,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
13459,Jan-23,TURA,PHULBARI,1885.2,OK,ACT,,1903.8,1903.8,0,0,
13460,Jan-23,TURA,PHULBARI,1864.54,OK,ACT,,1883.64,1883.64,5382.77,785.46,8051.87
13461,Jan-23,TURA,PHULBARI,2815.44,OK,ACT,,2845.94,2845.94,1362.85,2203.6,6412.39
13463,Jan-23,TURA,PHULBARI,559.8,OK,ACT,560,563.7,563.7,0,0,
13464,Jan-23,TURA,PHULBARI,523.05,OK,ACT,,526.5,526.5,21.37,0,
13466,Jan-23,TURA,PHULBARI,539.3,OK,ACT,550,542.95,542.95,7.17,0,
13467,Jan-23,TURA,PHULBARI,926.09,OK,ACT,,934.44,934.44,138.61,0,
13468,Jan-23,TURA,PHULBARI,2541.37,OK,ACT,,2567.57,2567.57,4473.44,19010.78,26051.79
13472,Jan-23,TURA,PHULBARI,913.67,OK,ACT,,920.22,920.22,1661.97,0,
13473,Jan-23,TURA,PHULBARI,658.2,OK,ACT,660,663.3,663.3,-1.71,0,
13474,Jan-23,TURA,PHULBARI,743.19,OK,ACT,1000,747.69,747.69,510.27,711.17,1969.13
13475,Jan-23,TURA,PHULBARI,2161.1,OK,ACT,,2181.3,2181.3,2358.2,0,
13477,Jan-23,TURA,PHULBARI,738.88,OK,ACT,1000,741.98,741.98,468.01,0,
13489,Jan-23,TURA,PHULBARI,822.31,OK,ACT,100,823.31,823.31,15908.77,81508.42,98240.5
13502,Jan-23,TURA,PHULBARI,121.65,OK,ACT,140,122.4,122.4,15.26,0,
13512,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
13520,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,11183.2,87017.67,
13521,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,10548.75,27937.91,
13525,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3.89,0,
13527,Jan-23,TURA,PHULBARI,121.54,OK,ACT,130,122.29,122.29,3.61,0,
13640,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,38.61,0,
13642,Jan-23,TURA,PHULBARI,240.43,OK,ACT,250,242.63,242.63,2.89,0,
13652,Jan-23,TURA,PHULBARI,-582.32,OK,ACT,570,81.93,-590.37,1792.37,0,
13748,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,2442.22,0,
13757,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1550.28,0,
13770,Jan-23,TURA,PHULBARI,-706.7,OK,ACT,,209.15,-716.2,1029.61,0,
13774,Jan-23,TURA,PHULBARI,605.92,OK,ACT,,611.37,611.37,1820.27,8298.61,10730.25
13784,Jan-23,TURA,PHULBARI,456.25,OK,ACT,,461.05,461.05,267.46,0,
13949,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3316.19,882.81,
14076,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
14078,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
14081,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1058.01,3238.32,
14250,Jan-23,TURA,PHULBARI,348.74,OK,ACT,400,441.99,350.69,846.56,84.39,1281.64
14251,Jan-23,TURA,PHULBARI,6083.99,OK,ACT,2000,6510.34,6140.99,306.17,15635.25,22082.41
14254,Jan-23,TURA,PHULBARI,369.47,OK,ACT,,371.02,371.02,239.6,0,
14257,Jan-23,TURA,PHULBARI,570.59,OK,ACT,,573.29,573.29,9668.05,1882.51,12123.85
14258,Jan-23,TURA,PHULBARI,1123.62,OK,ACT,,1130.52,1130.52,2827.44,19328.33,23286.29
14260,Jan-23,TURA,PHULBARI,1005.99,OK,ACT,,1013.29,1013.29,6894.92,-1993.82,5914.39
14261,Jan-23,TURA,PHULBARI,622.4,OK,ACT,,625.6,625.6,-5.27,0,
14262,Jan-23,TURA,PHULBARI,1233.41,OK,ACT,1200,1241.41,1241.41,21784.96,15801.78,38828.15
14263,Jan-23,TURA,PHULBARI,2970.6,OK,ACT,,3003.9,3003.9,0,0,
14264,Jan-23,TURA,PHULBARI,1553.01,OK,ACT,,1567.46,1567.46,2079.24,-1009.98,2636.72
14266,Jan-23,TURA,PHULBARI,2911.1,OK,ACT,2000,2941.65,2941.65,0,159.93,
14269,Jan-23,TURA,PHULBARI,732,OK,ACT,700,738,738,0,0,
14273,Jan-23,TURA,PHULBARI,1536,OK,ACT,1550,1552.4,1552.4,-1.07,0,
14274,Jan-23,TURA,PHULBARI,862.31,OK,ACT,,870.11,870.11,0,4271.23,
14275,Jan-23,TURA,PHULBARI,-890.7,OK,ACT,,661.65,-905.45,2587.2,15512.63,17194.38
14276,Jan-23,TURA,PHULBARI,2717.5,OK,ACT,,2747.25,2747.25,-2.98,0,
14278,Jan-23,TURA,PHULBARI,1610,OK,ACT,1620,1620.8,1620.8,0,0,
14281,Jan-23,TURA,PHULBARI,714.09,OK,ACT,2490,719.29,719.29,1768.67,0,
14289,Jan-23,TURA,PHULBARI,4611.09,OK,ACT,,4658.64,4658.64,7411.41,0,
14290,Jan-23,TURA,PHULBARI,2173.91,OK,ACT,,2195.71,2195.71,1296.54,0,
14291,Jan-23,TURA,PHULBARI,653.82,OK,ACT,,659.32,659.32,0,2282.16,
14292,Jan-23,TURA,PHULBARI,3483,OK,ACT,,3520.25,3520.25,2050.34,0,
14295,Jan-23,TURA,PHULBARI,428.07,OK,ACT,,431.07,431.07,-2840.77,3334.45,924.75
14296,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
14299,Jan-23,TURA,PHULBARI,891.7,OK,ACT,140,893.2,893.2,16827.81,84166.73,101887.74
14306,Jan-23,TURA,PHULBARI,142,OK,ACT,130,143,143,0,0,
14312,Jan-23,TURA,PHULBARI,142,OK,ACT,130,143,143,0,0,
14320,Jan-23,TURA,PHULBARI,142.02,OK,ACT,140,143.02,143.02,2.22,0,
14341,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,-4561.2,0,
14342,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0.19,0,
14446,Jan-23,TURA,PHULBARI,433.37,OK,ACT,500,436.25,436.25,136.8,0,
14447,Jan-23,TURA,PHULBARI,2134.43,OK,ACT,,2148.47,2148.47,14792.66,27190.63,44131.76
14451,Jan-23,TURA,PHULBARI,592.89,OK,ACT,,598.54,598.54,3527.6,0,
14452,Jan-23,TURA,PHULBARI,120,OK,ACT,,120,120,-5.02,0,
14555,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,170.43,0,
14566,Jan-23,TURA,PHULBARI,269.51,OK,ACT,,271.31,271.31,192.76,0,
14646,Jan-23,TURA,PHULBARI,199.7,OK,ACT,,202.3,202.3,0,0,
14653,Jan-23,TURA,PHULBARI,-4304.27,OK,ACT,,409.18,-4363.82,4613.57,0,
14654,Jan-23,TURA,PHULBARI,248.2,OK,ACT,160,251.6,251.6,0,0,
14712,Jan-23,WEILOI,EAST KHASI HILL,70.06,OK,ACT,,70.46,70.46,86.05,0,
14714,Jan-23,WEILOI,EAST KHASI HILL,73,OK,ACT,,74,74,0,0,
14716,Jan-23,WEILOI,EAST KHASI HILL,254.04,OK,ACT,200,257.44,257.44,227.71,0,
14717,Jan-23,WEILOI,EAST KHASI HILL,32.85,OK,ACT,,33.3,33.3,0,0,
14718,Jan-23,WEILOI,EAST KHASI HILL,55.14,OK,ACT,110,55.34,55.34,53.89,0,
14720,Jan-23,WEILOI,EAST KHASI HILL,105.7,OK,ACT,104,106.6,106.6,0,0,
14721,Jan-23,WEILOI,EAST KHASI HILL,247,OK,ACT,1040,249.5,249.5,1589.8,0,
14722,Jan-23,WEILOI,EAST KHASI HILL,50.95,OK,ACT,51,51.1,51.1,0,0,
14723,Jan-23,WEILOI,EAST KHASI HILL,78.04,OK,ACT,500,78.49,78.49,531.62,0,
14725,Jan-23,WEILOI,EAST KHASI HILL,18.25,OK,ACT,,18.5,18.5,0,0,
14726,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,1.87,0,
14728,Jan-23,WEILOI,EAST KHASI HILL,109.35,OK,ACT,108,110.3,110.3,0,0,
14729,Jan-23,WEILOI,EAST KHASI HILL,59.2,OK,ACT,50,59.6,59.6,0,0,
14730,Jan-23,WEILOI,EAST KHASI HILL,252.4,OK,ACT,,255.1,255.1,454.72,0,
14731,Jan-23,WEILOI,EAST KHASI HILL,297.63,OK,ACT,,300.63,300.63,2629.82,0,
14732,Jan-23,WEILOI,EAST KHASI HILL,7.51,OK,ACT,,7.61,7.61,21.72,0,
14733,Jan-23,WEILOI,EAST KHASI HILL,43.65,OK,ACT,,43.7,43.7,0,0,
14734,Jan-23,WEILOI,EAST KHASI HILL,76.5,OK,ACT,80,77,77,0,0,
14735,Jan-23,WEILOI,EAST KHASI HILL,40,OK,ACT,,40,40,0.82,0,
14736,Jan-23,WEILOI,EAST KHASI HILL,61.9,OK,ACT,,62.2,62.2,0,0,
14738,Jan-23,WEILOI,EAST KHASI HILL,40.4,OK,ACT,,40.4,40.4,40,0,
14739,Jan-23,WEILOI,EAST KHASI HILL,140.33,OK,ACT,,141.68,141.68,179.43,0,
14740,Jan-23,WEILOI,EAST KHASI HILL,76.5,OK,ACT,77,77,77,0,0,
14744,Jan-23,WEILOI,EAST KHASI HILL,102.96,OK,ACT,200,103.81,103.81,87.91,0,
14746,Jan-23,WEILOI,EAST KHASI HILL,47.3,OK,ACT,50,47.4,47.4,0,0,
14747,Jan-23,WEILOI,EAST KHASI HILL,59.18,OK,ACT,,59.38,59.38,467.43,0,
14751,Jan-23,WEILOI,EAST KHASI HILL,123.95,OK,ACT,123,125.1,125.1,0,0,
14753,Jan-23,WEILOI,EAST KHASI HILL,50.95,OK,ACT,,51.1,51.1,0,0,
14755,Jan-23,WEILOI,EAST KHASI HILL,65.55,OK,ACT,66,65.9,65.9,-0.58,0,
14756,Jan-23,WEILOI,EAST KHASI HILL,59.41,OK,ACT,,59.66,59.66,117.52,0,
14757,Jan-23,WEILOI,EAST KHASI HILL,60.5,OK,ACT,,60.75,60.75,229.78,0,
14761,Jan-23,WEILOI,EAST KHASI HILL,47.45,OK,ACT,46,48.1,48.1,0,0,
14762,Jan-23,WEILOI,EAST KHASI HILL,54.6,OK,ACT,55,54.8,54.8,0,0,
14763,Jan-23,WEILOI,EAST KHASI HILL,67.41,OK,ACT,243,68.31,68.31,173.78,0,
14764,Jan-23,WEILOI,EAST KHASI HILL,32.97,OK,ACT,,33.42,33.42,11.73,0,
14765,Jan-23,WEILOI,EAST KHASI HILL,48.79,OK,ACT,200,48.89,48.89,151.02,0,
14766,Jan-23,WEILOI,EAST KHASI HILL,271.69,OK,ACT,500,274.44,274.44,2021.66,0,
14767,Jan-23,WEILOI,EAST KHASI HILL,76.5,OK,ACT,80,77,77,0,0,
14768,Jan-23,WEILOI,EAST KHASI HILL,69.25,OK,ACT,,69.6,69.6,369.74,0,
14769,Jan-23,WEILOI,EAST KHASI HILL,40,OK,ACT,40,40,40,0,0,
14771,Jan-23,WEILOI,EAST KHASI HILL,69.2,OK,ACT,,69.6,69.6,0.43,0,
14773,Jan-23,WEILOI,EAST KHASI HILL,113,OK,ACT,114,114,114,0,0,
14774,Jan-23,WEILOI,EAST KHASI HILL,43.65,OK,ACT,50,43.7,43.7,0,0,
14776,Jan-23,WEILOI,EAST KHASI HILL,166.77,OK,ACT,260,168.47,168.47,87.95,0,
14780,Jan-23,WEILOI,EAST KHASI HILL,76.54,OK,ACT,80,77.04,77.04,3.89,0,
14781,Jan-23,WEILOI,EAST KHASI HILL,41.55,OK,ACT,,41.55,41.55,156.66,0,
14783,Jan-23,WEILOI,EAST KHASI HILL,69.74,OK,ACT,125,70.14,70.14,53.96,0,
14784,Jan-23,WEILOI,EAST KHASI HILL,54.6,OK,ACT,100,54.8,54.8,0,0,
14786,Jan-23,WEILOI,EAST KHASI HILL,99.34,OK,ACT,200,100.14,100.14,94.26,0,
14790,Jan-23,WEILOI,EAST KHASI HILL,51.1,OK,ACT,50,51.8,51.8,0,0,
14791,Jan-23,WEILOI,EAST KHASI HILL,182.3,OK,ACT,180,184.2,184.2,0,0,
14792,Jan-23,WEILOI,EAST KHASI HILL,334,OK,ACT,,337.75,337.75,0.1,0,
14794,Jan-23,WEILOI,EAST KHASI HILL,66.27,OK,ACT,,66.62,66.62,72.91,0,
14795,Jan-23,WEILOI,EAST KHASI HILL,40,OK,ACT,40,40,40,0,0,
14796,Jan-23,WEILOI,EAST KHASI HILL,59.46,OK,ACT,500,59.66,59.66,505.82,0,
14797,Jan-23,WEILOI,EAST KHASI HILL,250.33,OK,ACT,,252.83,252.83,1901.86,0,
14798,Jan-23,WEILOI,EAST KHASI HILL,215.1,OK,ACT,,217.4,217.4,0,0,
14800,Jan-23,WEILOI,EAST KHASI HILL,73.54,OK,ACT,,73.99,73.99,69.15,0,
14803,Jan-23,WEILOI,EAST KHASI HILL,54.6,OK,ACT,55,54.8,54.8,0,0,
14804,Jan-23,WEILOI,EAST KHASI HILL,98.4,OK,ACT,,99.2,99.2,0,0,
14805,Jan-23,WEILOI,EAST KHASI HILL,54.76,OK,ACT,,54.96,54.96,16.3,0,
14807,Jan-23,WEILOI,EAST KHASI HILL,286.04,OK,ACT,,288.74,288.74,4154.39,0,
14809,Jan-23,WEILOI,EAST KHASI HILL,58.25,OK,ACT,60,58.5,58.5,-0.18,0,
14812,Jan-23,WEILOI,EAST KHASI HILL,120.3,OK,ACT,110,121.4,121.4,0,0,
14813,Jan-23,WEILOI,EAST KHASI HILL,43.65,OK,ACT,44,43.7,43.7,0,0,
14814,Jan-23,WEILOI,EAST KHASI HILL,65.55,OK,ACT,66,65.9,65.9,0,0,
14815,Jan-23,WEILOI,EAST KHASI HILL,523.13,OK,ACT,600,528.03,528.03,549.46,0,
14816,Jan-23,WEILOI,EAST KHASI HILL,329.7,OK,ACT,334,334.05,334.05,0,0,
14817,Jan-23,WEILOI,EAST KHASI HILL,95.23,OK,ACT,,95.93,95.93,423.88,0,
14818,Jan-23,WEILOI,EAST KHASI HILL,170.02,OK,ACT,,171.77,171.77,2.12,0,
14819,Jan-23,WEILOI,EAST KHASI HILL,86.91,OK,ACT,,87.31,87.31,1887.92,0,
14821,Jan-23,WEILOI,EAST KHASI HILL,72.85,OK,ACT,50,73.3,73.3,0,0,
14822,Jan-23,WEILOI,EAST KHASI HILL,115.8,OK,ACT,,116.8,116.8,284.8,0,
14826,Jan-23,WEILOI,EAST KHASI HILL,59.94,OK,ACT,,60.74,60.74,156.77,0,
14828,Jan-23,WEILOI,EAST KHASI HILL,128.29,OK,ACT,200,129.49,129.49,68.87,0,
14829,Jan-23,WEILOI,EAST KHASI HILL,109.47,OK,ACT,123,110.42,110.42,11.69,0,
14830,Jan-23,WEILOI,EAST KHASI HILL,217.54,OK,ACT,350,220.34,220.34,144.11,0,
14831,Jan-23,WEILOI,EAST KHASI HILL,80.6,OK,ACT,510,80.8,80.8,429.66,0,
14833,Jan-23,WEILOI,EAST KHASI HILL,33.14,OK,ACT,63,33.59,33.59,28.79,0,
14834,Jan-23,WEILOI,EAST KHASI HILL,88.61,OK,ACT,,89.81,89.81,102.78,0,
14835,Jan-23,WEILOI,EAST KHASI HILL,52.01,OK,ACT,,52.16,52.16,106.24,0,
14836,Jan-23,WEILOI,EAST KHASI HILL,61.9,OK,ACT,62,62.2,62.2,0,0,
14838,Jan-23,WEILOI,EAST KHASI HILL,51.1,OK,ACT,,51.8,51.8,0,0,
14839,Jan-23,WEILOI,EAST KHASI HILL,171,OK,ACT,173,173.25,173.25,0,0,
14840,Jan-23,WEILOI,EAST KHASI HILL,80.3,OK,ACT,80,81.4,81.4,0,0,
14841,Jan-23,WEILOI,EAST KHASI HILL,7.3,OK,ACT,,7.4,7.4,0,0,
14842,Jan-23,WEILOI,EAST KHASI HILL,138.2,OK,ACT,140,140.05,140.05,0,0,
14843,Jan-23,WEILOI,EAST KHASI HILL,257.72,OK,ACT,500,260.07,260.07,512.47,0,
14844,Jan-23,WEILOI,EAST KHASI HILL,109.5,OK,ACT,112,111,111,0.45,0,
14845,Jan-23,WEILOI,EAST KHASI HILL,161.8,OK,ACT,164,163.45,163.45,0,0,
14846,Jan-23,WEILOI,EAST KHASI HILL,18.25,OK,ACT,18,18.5,18.5,0,0,
14847,Jan-23,WEILOI,EAST KHASI HILL,10.95,OK,ACT,,11.1,11.1,0,0,
14848,Jan-23,WEILOI,EAST KHASI HILL,18.25,OK,ACT,,18.5,18.5,0,0,
14849,Jan-23,WEILOI,EAST KHASI HILL,80.25,OK,ACT,91,80.8,80.8,9.94,0,
14850,Jan-23,WEILOI,EAST KHASI HILL,117.7,OK,ACT,119,119.3,119.3,0,0,
14851,Jan-23,WEILOI,EAST KHASI HILL,21.9,OK,ACT,22,22.2,22.2,0,0,
14852,Jan-23,WEILOI,EAST KHASI HILL,18.32,OK,ACT,,18.57,18.57,6.61,0,
14853,Jan-23,WEILOI,EAST KHASI HILL,43.81,OK,ACT,,44.41,44.41,1.24,0,
14854,Jan-23,WEILOI,EAST KHASI HILL,513.3,OK,ACT,1260,519.8,519.8,740.6,0,
14855,Jan-23,WEILOI,EAST KHASI HILL,3.98,OK,ACT,,4.03,4.03,32.81,0,
14856,Jan-23,WEILOI,EAST KHASI HILL,116.65,OK,ACT,,117.7,117.7,0,0,
14857,Jan-23,WEILOI,EAST KHASI HILL,3.65,OK,ACT,,3.7,3.7,0,0,
14858,Jan-23,WEILOI,EAST KHASI HILL,138.17,OK,ACT,,139.42,139.42,715.96,0,
14859,Jan-23,WEILOI,EAST KHASI HILL,18.25,OK,ACT,18,18.5,18.5,0,0,
14860,Jan-23,WEILOI,EAST KHASI HILL,50.95,OK,ACT,48,51.1,51.1,0,0,
14861,Jan-23,WEILOI,EAST KHASI HILL,30.64,OK,ACT,179,31.04,31.04,147.44,0,
14862,Jan-23,WEILOI,EAST KHASI HILL,109.79,OK,ACT,141,111.29,111.29,28.73,0,
14863,Jan-23,WEILOI,EAST KHASI HILL,69.37,OK,ACT,72,70.32,70.32,2.04,0,
14864,Jan-23,WEILOI,EAST KHASI HILL,22.84,OK,ACT,119,23.14,23.14,95.77,0,
14865,Jan-23,WEILOI,EAST KHASI HILL,189.3,OK,ACT,,190.85,190.85,105.1,0,
14866,Jan-23,WEILOI,EAST KHASI HILL,142.35,OK,ACT,,144.3,144.3,0,0,
14867,Jan-23,WEILOI,EAST KHASI HILL,248.2,OK,ACT,250,248.3,248.3,0,0,
14868,Jan-23,WEILOI,EAST KHASI HILL,20.6,OK,ACT,,20.8,20.8,619.63,0,
14869,Jan-23,WEILOI,EAST KHASI HILL,32.85,OK,ACT,33,33.3,33.3,0,0,
14870,Jan-23,WEILOI,EAST KHASI HILL,142.2,OK,ACT,143,143.6,143.6,0,0,
14871,Jan-23,WEILOI,EAST KHASI HILL,160.61,OK,ACT,,162.81,162.81,0.95,0,
14872,Jan-23,WEILOI,EAST KHASI HILL,51.59,OK,ACT,100,52.29,52.29,48.73,0,
14873,Jan-23,WEILOI,EAST KHASI HILL,206.44,OK,ACT,,208.59,208.59,369.39,0,
14874,Jan-23,WEILOI,EAST KHASI HILL,490.1,OK,ACT,,493.15,493.15,0,0,
14875,Jan-23,WEILOI,EAST KHASI HILL,43.8,OK,ACT,,44.4,44.4,0,0,
14876,Jan-23,WEILOI,EAST KHASI HILL,29.2,OK,ACT,30,29.6,29.6,0,0,
14877,Jan-23,WEILOI,EAST KHASI HILL,180.63,OK,ACT,,182.98,182.98,143.09,0,
14878,Jan-23,WEILOI,EAST KHASI HILL,171.06,OK,ACT,180,173.31,173.31,6.17,0,
14879,Jan-23,WEILOI,EAST KHASI HILL,76.91,OK,ACT,100,77.96,77.96,25.65,0,
14880,Jan-23,WEILOI,EAST KHASI HILL,98.55,OK,ACT,100,99.9,99.9,0,0,
14881,Jan-23,WEILOI,EAST KHASI HILL,146.25,OK,ACT,188,147.7,147.7,40.1,0,
14882,Jan-23,WEILOI,EAST KHASI HILL,150.37,OK,ACT,255,151.32,151.32,102.81,0,
14883,Jan-23,WEILOI,EAST KHASI HILL,58.4,OK,ACT,60,59.2,59.2,0,0,
14884,Jan-23,WEILOI,EAST KHASI HILL,51.35,OK,ACT,,52.05,52.05,25.01,0,
14885,Jan-23,WEILOI,EAST KHASI HILL,157.7,OK,ACT,155,159.3,159.3,0,0,
14886,Jan-23,WEILOI,EAST KHASI HILL,42.95,OK,ACT,,43.35,43.35,1402.24,0,
14888,Jan-23,WEILOI,EAST KHASI HILL,153,OK,ACT,111,154,154,0,0,
14889,Jan-23,WEILOI,EAST KHASI HILL,73.57,OK,ACT,,74.02,74.02,72.38,0,
14890,Jan-23,WEILOI,EAST KHASI HILL,343.2,OK,ACT,350,347.55,347.55,0.21,0,
14891,Jan-23,WEILOI,EAST KHASI HILL,47.21,OK,ACT,,47.26,47.26,362.91,0,
14892,Jan-23,WEILOI,EAST KHASI HILL,86.05,OK,ACT,315,86.65,86.65,228,0,
14893,Jan-23,WEILOI,EAST KHASI HILL,158.87,OK,ACT,200,160.97,160.97,16.62,0,
14894,Jan-23,WEILOI,EAST KHASI HILL,43.8,OK,ACT,50,44.4,44.4,0,0,
14895,Jan-23,WEILOI,EAST KHASI HILL,58.98,OK,ACT,133,59.23,59.23,73.01,0,
14896,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,3909.23,0,
14897,Jan-23,WEILOI,EAST KHASI HILL,114.52,OK,ACT,,115.17,115.17,123.2,0,
14898,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,0,0,
14899,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,0,0,
14900,Jan-23,WEILOI,EAST KHASI HILL,60,OK,ACT,60,60,60,0,0,
14901,Jan-23,WEILOI,EAST KHASI HILL,440.68,OK,ACT,,443.78,443.78,654.06,0,
14902,Jan-23,WEILOI,EAST KHASI HILL,402.93,OK,ACT,,407.03,407.03,687.62,0,
14903,Jan-23,WEILOI,EAST KHASI HILL,101.86,OK,ACT,190,102.36,102.36,86.69,0,
14904,Jan-23,WEILOI,EAST KHASI HILL,129.7,OK,ACT,,130.55,130.55,0,0,
14905,Jan-23,WEILOI,EAST KHASI HILL,830,OK,ACT,839,839,839,0,0,
14906,Jan-23,WEILOI,EAST KHASI HILL,74.73,OK,ACT,,74.88,74.88,245.58,0,
14907,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,20562.06,0,
14908,Jan-23,WEILOI,EAST KHASI HILL,281.4,OK,ACT,284,284.1,284.1,0,0,
14910,Jan-23,WEILOI,EAST KHASI HILL,594.86,OK,ACT,3778,600.91,600.91,3176.84,0,
14911,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,0,0,
14914,Jan-23,WEILOI,EAST KHASI HILL,463.4,OK,ACT,468,467.1,467.1,0,0,
14915,Jan-23,WEILOI,EAST KHASI HILL,150.65,OK,ACT,,152.1,152.1,488.12,0,
14916,Jan-23,WEILOI,EAST KHASI HILL,0.07,OK,ACT,,0.07,0.07,8.04,0,
14917,Jan-23,WEILOI,EAST KHASI HILL,107.38,OK,ACT,,108.28,108.28,167.56,0,
14918,Jan-23,WEILOI,EAST KHASI HILL,43.65,OK,ACT,,43.7,43.7,0,0,
14919,Jan-23,WEILOI,EAST KHASI HILL,25.55,OK,ACT,26,25.9,25.9,0,0,
14920,Jan-23,WEILOI,EAST KHASI HILL,98.4,OK,ACT,100,99.2,99.2,0,0,
14921,Jan-23,WEILOI,EAST KHASI HILL,273.77,OK,ACT,,276.67,276.67,963.06,0,
14922,Jan-23,WEILOI,EAST KHASI HILL,61.9,OK,ACT,,62.2,62.2,0,0,
14923,Jan-23,WEILOI,EAST KHASI HILL,118.87,OK,ACT,345,119.92,119.92,224.77,0,
14924,Jan-23,WEILOI,EAST KHASI HILL,131.1,OK,ACT,131,131.8,131.8,0,0,
14925,Jan-23,WEILOI,EAST KHASI HILL,1585.08,OK,ACT,1000,1605.88,1605.88,99.26,0,
14926,Jan-23,WEILOI,EAST KHASI HILL,65.7,OK,ACT,66,66.6,66.6,0,0,
14927,Jan-23,WEILOI,EAST KHASI HILL,62.85,OK,ACT,150,63.15,63.15,94.56,0,
14928,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,1657.25,0,
14929,Jan-23,WEILOI,EAST KHASI HILL,120.15,OK,ACT,,120.7,120.7,0,0,
14930,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,0,0,
14931,Jan-23,WEILOI,EAST KHASI HILL,92.45,OK,ACT,230,93.15,93.15,136.87,0,
14932,Jan-23,WEILOI,EAST KHASI HILL,58.76,OK,ACT,100,59.56,59.56,36.88,0,
14933,Jan-23,WEILOI,EAST KHASI HILL,883.3,OK,ACT,900,895.4,895.4,0,0,
14934,Jan-23,WEILOI,EAST KHASI HILL,14.78,OK,ACT,30,14.98,14.98,18.24,0,
14935,Jan-23,WEILOI,EAST KHASI HILL,145.7,OK,ACT,147,146.6,146.6,0,0,
14937,Jan-23,WEILOI,EAST KHASI HILL,127.45,OK,ACT,120,128.1,128.1,0,0,
